,ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,species
050d362c38a660602dc47c3f3bcc481075f4b2f1,Metazoa,Eukaryota,Metazoa,,,,,,
05120d0ed1286d05d20454240170f12a10a3753d,Metazoa,Eukaryota,Metazoa,,,,,,
05255341ba3b45f1d0bd73234a03c58d44a38836,Metazoa,Eukaryota,Metazoa,,,,,,
0525779c00f39ddb1200b2371ade79692faf106a,Anthoathecata,Eukaryota,Metazoa,,,Anthoathecata,,,
05320c35be3e4e1404ce469677422b328c9b7376,Metazoa,Eukaryota,Metazoa,,,,,,
05380ed50c81e08e8df44974bb73968abb2dbc0c,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
053e89a8a2abc7da08fdb0c6e8e34bc37a742873,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
05434d69cb06a31a4c9f803bbae9bc843b5dbd5b,Metazoa,Eukaryota,Metazoa,,,,,,
05457f8357e467b4fa2bbf473da7812d2b0fb75e,Metazoa,Eukaryota,Metazoa,,,,,,
0549e145dc2cf5198600476ac1205e2362567d5c,Metazoa,,Metazoa,,,,,,
054a4ea91f810fae7837e4ce581443b50422ba6d,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
054dbf6d38384bff7ec81ce31aa8b2a41b18e62a,Metazoa,Eukaryota,Metazoa,,,,,,
05501ae7a7232456872ed6f281b15ea69f1aa9e4,Haliclona oculata,Eukaryota,Metazoa,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Haliclona oculata
0552bf38bcd446ce967bdb346a4b110c14e76350,Metazoa,Eukaryota,Metazoa,,,,,,
056677227c01f46cf180159e2f563b404c5ae022,Metazoa,Eukaryota,Metazoa,,,,,,
0567706a69bd3eef8d5a660fc1f6f0589a56674c,Metazoa,Eukaryota,Metazoa,,,,,,
057800cf3377265881a78b24af06beb0c6c47107,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
05839c28344584ba1c42ce6a6d6703b674875a3e,Metazoa,Eukaryota,Metazoa,,,,,,
058606ab0ebbca9e2077c4bb5d774882232f68af,Metazoa,Eukaryota,Metazoa,,,,,,
058638b70ac86ef951c2c193d289cf49e02c7eb8,Metazoa,Eukaryota,Metazoa,,,,,,
059094132942a8264d9d14589ed551753fe561d7,Metazoa,Eukaryota,Metazoa,,,,,,
0590ec5b13a17dcd63fb71fbe0be2f8e7e4710f9,Caryophylliidae,,Metazoa,,,Scleractinia,Caryophylliidae,,
059345dc9283a1eca9e60ce3adaf2606cce7dbd6,Metazoa,Eukaryota,Metazoa,,,,,,
05944954660e1fad1c6f6367bf1ad96adb10db92,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
0595c1f23836d4c5e3fab5a62a2c31b25a07ac7b,Metazoa,Eukaryota,Metazoa,,,,,,
05974b7943c904c3e65713e3abf316b10ccbcc62,Ophiuroidea,Eukaryota,Metazoa,Echinodermata,Ophiuroidea,,,,
059b6fa50f83405053db6cc12effc1f0c9e33d38,Metazoa,Eukaryota,Metazoa,,,,,,
05a0765403ba77d040da51d1fb765b972ce15795,Cirratulidae,Eukaryota,Metazoa,Annelida,Polychaeta,Spionida,Cirratulidae,,
05a2bbaaf68c166d18bd451af3c1ecfbc32171bc,Metazoa,Eukaryota,Metazoa,,,,,,
05ac944ba0ca993b48e5fad35d17e01d9e4c9319,Metazoa,Eukaryota,Metazoa,,,,,,
05b7abf247d6d300317c3d5a65ee1fb14a3db102,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
05bff0d0a8f63b940d81cca14e0828fad4c6004f,Loimia medusa,Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Loimia,Loimia medusa
05c08f1309ce87fa75e9a91757a04c05bd282bc3,Hymeniacidon perlevis,Eukaryota,Metazoa,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,Hymeniacidon perlevis
05c27c05ccfa2a02cb701520ddcfc307d5bd4c91,Metazoa,Eukaryota,Metazoa,,,,,,
05d51716fd3319c0f242c2e8f13cebe39edf6746,Metazoa,Eukaryota,Metazoa,,,,,,
05d5bbd5d04e58fbf7cdc51a43d669a7cbf5d4fc,Metazoa,Eukaryota,Metazoa,,,,,,
05d86edb3161d441a0a2ed43152dee5370cc7ed5,Caryophyllidae,,Metazoa,,,Caryophyllidea,Caryophyllidae,,
05df8bcea964f37072ee15c8aa95087668d3b1d9,Florideophyceae,Eukaryota,Metazoa,Platyhelminthes,Florideophyceae,,,,
05e097705047436c16f893576f215819013a6983,Teredinidae,Eukaryota,Metazoa,Mollusca,Bivalvia,Myoida,Teredinidae,,
05e5c20ba782cb4fee9d892ebbee5bc9126d3b83,Bothrideridae,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Bothrideridae,,
05e62ed8f7649e88cabdf941cd4d42e0fb87b868,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
05e7ed6e68e5d2f15d55a17200987b32c5f44e95,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
05e90d0801b470304911a450c7d733a734a4b8ee,Metazoa,Eukaryota,Metazoa,,,,,,
05f1fb7a38336a9463d5ff58bfe98775d756f1cf,Panopeus occidentalis,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Panopeidae,Panopeus,Panopeus occidentalis
05f8dd81e3f2c0241a27e51f25277979e6bbaa0c,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
05ffe9ce21ae5ce086cbb1278693417e3eb72545,Metazoa,Eukaryota,Metazoa,,,,,,
0600604e35d55245205af1e2cb0a1f1706de3129,Annelida,Eukaryota,Metazoa,Annelida,,,,,
06021c37fde53d5955ab41f390f5fdbb16de9c90,Araneae,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,,,
060462ef60dbc13a22ef6f16b7ebcd358971c923,Serpulidae,Eukaryota,Metazoa,Annelida,Polychaeta,Sabellida,Serpulidae,,
061028bf23054a568164cf3194f70802e09eece5,Anchoa lamprotaenia,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Engraulidae,Anchoa,Anchoa lamprotaenia
0610b62c84fcb139113307558eda511d101a0c31,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
061cd0b35f9570808f63676115eb8c7cc1df7a61,Potamidae,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Potamidae,,
061eea06be0c025e09cf7b3c04fdd88ce0dfb6af,Rhizostomatidae,Eukaryota,Metazoa,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,,
0623094356099dfb64c047dc95bb321a7187a9d9,Metazoa,Eukaryota,Metazoa,,,,,,
063ec0b54afd6fa0e6c53c7d414d9a866272895d,Metazoa,Eukaryota,Metazoa,,,,,,
06470c9fa91b0f3fb11454ead769179d14b1369e,Metazoa,,Metazoa,,,,,,
0651c3c2aa5b498a87e8d4937a1e5ec1036c45f7,Calanoida,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,
0655bf4f8c80b0a80e47cd1fbec4c224e734cf7b,Plakina jani,Eukaryota,Metazoa,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakina,Plakina jani
0655faf4b4831a37bef782aa65a22dd03b3396cc,Metazoa,Eukaryota,Metazoa,,,,,,
065c16f9a49666756f7f5b6635f09fa2f66df6a6,Metazoa,,Metazoa,,,,,,
06626de1c5623309548700d3cd14c0fc496225b2,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
