SHA1	Coral reef	Dock	Mangrove	Seagrass	Unvegetated	MeanDecreaseAccuracy	MeanDecreaseGini	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species
33da5ac87bc008bf46c26c70123b5041bac1c5ff	6.579029056240162	5.351601947637984	1.0615170014001305	4.602088392204292	5.877546813910692	8.913295937121589	0.748902326363008	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
3618c40e01c387e4443bd9d9c08cb50630655948	4.780255937391024	7.410704170195479	4.125620190286865	5.848403789755939	3.2498578563921185	8.765690566090662	0.5876819002892704	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
63bd30059be88c363fc3c4ec37030c55c1684752	3.7140674193438548	6.875369161332998	5.199949751029164	5.846241866072328	1.0696850487225045	8.63503238468045	0.5813755124485782	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
babfaccd351575d3b72776d465d8bc32b2175957	4.567087507555446	7.312520476421298	5.368830145169739	5.476057062865872	4.596633524333015	8.555538383471735	0.6286808365495825	NA	Metazoa	NA	NA	NA	NA	NA	NA
0c236c61a3749c114a323ff99760dbd7b70a983b	1.70401233693366	2.1511509771822404	9.037085517778486	2.2665115095326773	1.3756551529127647	8.409941345521162	0.8310095678332546	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
7d4918cb5ef8b0ddff05162dabe6e6f9a0816a9a	5.03666785555663	7.259167871841829	4.517401809372686	4.094797650178132	2.5030879286021213	8.303307598750242	0.5150858108159033	Eukaryota	Metazoa	Platyhelminthes	NA	NA	NA	NA	NA
12fdb5d4d91cc0cf64ac255598dabd29655a4c25	5.644613948910813	7.324851963914081	0.7086853380609188	1.4883303013895852	4.96755558432058	7.823451030869102	0.5146565383130789	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Atherinidae	Atherinomorus	Atherinomorus stipes
09e18c2583572f28ec652b7d1fc5fde97d10b5b0	5.581277227271049	-0.4192310290232562	6.925661590872988	5.270440747197259	1.7625248642741733	7.713284085818164	0.5938964445714529	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
14841854454487699ece87c3e8ad8180adbebfa5	3.09907334097498	3.8562570918824863	3.9292193313666766	6.141304416288662	2.540208066545963	7.533685626856764	0.490008045860633	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Histeridae	NA	NA
83cdc92fcd18745b0c462db75db63929e168d816	4.627474368325598	6.863863382039927	1.9545362260084378	1.0101995399558417	1.7949229531842479	7.447189266479797	0.4813329564437503	Eukaryota	Metazoa	Annelida	Polychaeta	Phascolosomatiformes	Phascolosomatidae	NA	NA
0efee10aea08117174f934d8390777c321b1141f	0.81774190982231	5.326253026127091	4.807340974577391	2.7289117457919874	6.8357813017615525	7.404759551849663	0.6806149769965921	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
9abbbbebcabdd7c2a1977717faec2f5b69c5f450	-1.6874327655985846	6.798707505625328	1.5744324799521092	2.3926158597209914	5.095308518421686	7.377681478024375	0.6262189953389901	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
198eaf5bab8fc54b35a8a028745b7a894c163a32	5.656468491636531	2.7354800951840264	-0.677072285391461	4.7744119992982625	4.510027448089371	7.365268351150004	0.6885809789785587	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ea00a75b58a0cceca0011b2232b171497f49d27e	4.526164876329198	6.657573380533148	2.8271023288207937	1.8633169251624238	0.6876912026000686	7.3500724563034465	0.36679376869524094	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
34f62d5b2ea3e8b0df033dd08d21b74e151564bf	1.9157728367591036	0.9735591338914152	3.9076723359257497	6.89900506462195	4.0069836519312485	7.261194603633177	0.37573728203075524	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
1a769c10ad7b11473058bac4edca8cd07711619a	2.744738697672651	2.7304454041438384	1.2309811587706965	6.64607547500515	3.4419301069162915	7.192268623456043	0.5896531536025416	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
c7d6da616ab96875b645534435a86c4d7e82ffdb	0.5187679838098638	6.247753312360603	4.333320353634183	5.114263972737129	0.7752886432846517	6.720959269904053	0.5352650776926523	NA	Metazoa	NA	NA	NA	NA	NA	NA
a7ede192947a86006a3731a25b71c5d6cc98c0ca	-0.5037682338444311	2.234269636990935	1.726808184776701	4.410149472601332	5.273187884660784	6.670543237285008	0.5774872601353028	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
710fb4b504bc05fcaf568636972a0ab3183cff75	0.7017313041443614	7.088997914963936	-1.3717673671963422	6.470423017943411	2.0610495960443704	6.644526456324154	0.6800697950358627	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
da018a1b9c87ea6b2bb00f5e473843323cd08c1a	3.797710924853094	1.042527709399282	5.2501073155967575	1.5685663342567842	6.276743721008259	6.5782173304610625	0.6221044102276774	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
76c706b7d163eb9d26ccb30a5b64a7687c95ce32	2.756530207663747	1.716248262969922	5.546758980145413	2.4227370523294995	2.9401855755115336	6.396935256775871	0.30710089911244237	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
22d58bd3c7c3609d80b5b0d1f437df4746a43dc5	1.4107493756080212	1.4006865046221246	6.032948560095236	4.100095837535179	1.1927468885633596	6.357547051799314	0.2594959390906637	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
3562fa2b16c009bd9d170ac28245fa1225f6d17d	0.6637828768689487	2.647802389564176	0.8894291537313924	0.3468062565799007	7.360502177991325	6.227550800020223	0.4428550675254294	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Gorgoniidae	Antillogorgia	Antillogorgia bipinnata
47d6d95a90fe8c6de96e9e6b1062a9d6e4ec04de	2.266530872178928	6.067000918397019	2.6587335074112124	4.461370083743489	0.05365888912814176	6.133487534286276	0.4376652631967285	NA	Metazoa	NA	NA	NA	NA	NA	NA
01b378f4ea67a84394282e581471bf305395b8bf	2.8811753366859003	2.2265361701152178	4.553059033710686	3.108154975998959	4.3807824770676635	6.10740747083197	0.34523839796447836	Eukaryota	Metazoa	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	NA	Muricea fruticosa
d4f18944e1227c3501b0929f209b38e859dd15b3	1.9655469215894565	5.2860328538659	0.5743911723162302	4.661183346339113	2.6237237250878778	6.083211945081196	0.4545856068597113	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
7f6a2f8a563ae0a81176eec9d5a983a1ec9725e5	4.915691725668937	-0.6187096411756229	0.4862097971724149	5.201926084229876	1.5523895393218177	5.837632199835635	0.4688467547824347	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
fb26b6cbbd08b52e5bf0b966f6a13609bab3e875	-0.7945879767315683	-1.5152697915144353	5.108432023109529	4.327357524205527	2.093761923012785	5.705607407861985	0.3636944728366008	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
86a8247e4383e51c612af98b1465331c1cff12da	1.369237883758653	1.1055382523231523	4.045705265778819	3.798938662899421	1.2142439193590469	5.6711417173996015	0.3461877587343611	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
c03b4d5b88cd6089620b3d4060e357533c5f9077	1.8864643377899135	1.7797532898493134	4.459768952394632	4.144769717964487	2.7964918503018525	5.661777460805437	0.20449017924495896	Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea rhizophorae
289ba2691d465ea7c3f37cbae6a975ab7d61c974	3.420000910498306	-0.2916080223059428	3.6752997860627272	2.6737770095383424	2.4717166266942603	5.499646281350223	0.34133336759115473	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
7edb7b844b850b5f63397f0a417fd88f28a5f921	3.500770108324494	5.729864619035261	-0.4438278259062213	0.042911016454544725	0.8976895909573122	5.46896850215783	0.31446380544010055	Eukaryota	Metazoa	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites branneri
f16096468c482ccbd846cd508928733dd1ae06ae	5.460184418085675	0	0.9370265941774869	1.7892659974103553	1.3136306707967733	5.448265449365327	0.21125944010267497	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
38ad61fb62ef4a9f6f770a26ff3e538e30ade814	1.0002500937890797	5.602710549441253	1.4107493756080212	1.3311175439764897	1.7144307138228345	5.354891180289237	0.2301919243980754	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
c2d268287aa0c2e541263780a49b824f62c68d06	4.43574293534778	2.8158945126656234	3.2818639549675592	1.4631546253722234	-0.29593075944953084	5.248793475849957	0.25708683451161085	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
959d92f57e5f88a69235b0c259aec3750243c1b5	5.423016685693462	-1.112280403039431	-1.0782919577193817	0.274831819876286	4.631401048659023	5.220731035328397	0.27686352220869787	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
f48eca9b4f34d473085d33c8bc4c2f4db408fa7e	1.3030896009670492	2.3529373561122138	2.53937681497365	3.685362613608011	5.282989972251767	5.2026551372696845	0.454287339644552	Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreoida	Ostreidae	Dendostrea	Dendostrea frons
da49e6a243f34b87f7b745656e21cf68ee66041f	0.022145377423198043	4.335619544848768	1.8287875973078769	2.3390695684458493	3.2853882810729282	5.184235573969561	0.3240328423851882	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
e00e8671d0c15ee794a64955dad2090789fea059	0.7275729489881434	0.11834050206746739	-1.326911613874407	5.985015881954067	3.274798148225731	5.161133051031351	0.40342118621504364	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
396b7e4c436ed47b070b371d9109e05d5923f50c	0.7046016651269212	4.6861636376651505	2.9478608078221944	3.4088012931520253	1.1426430391874522	5.1148154201430645	0.2890733971265451	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
394d083e43dd8dc138115778975c17b5b5762364	1.523601088817689	-0.46641083359681906	4.5832729811980615	1.2866215309953182	4.184035123821154	5.104467214129896	0.3712754365281226	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
0ee95993f9092a854d3f4ca64bfca97f4d227ed0	3.559316456354437	1.5827950869413658	2.152242072817843	3.3236469675956033	0.6920477001770948	5.096016426345487	0.4771603425815159	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
6b27da1b513603e288d0f5a2a648f9b6be8d8870	0.161611131165754	3.7163428384806743	5.472793001572629	-0.190632445069758	3.83785052905442	5.054775977966136	0.4969470830170597	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
1448b3564aee43f1558d61d1df795132e94816a6	2.572229037660691	0	-0.7447385242731789	4.582492044796726	3.5709585819465985	5.05396633763617	0.11568700616234656	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
b3cdeb5545a0455a288ea4c57e1b662738c74396	1.635008620818985	4.938636113816461	1.541803763201132	4.034097824429688	-0.5996814727635738	5.050062816918232	0.27352248181142164	NA	Metazoa	NA	NA	NA	Spirastrellidae	NA	NA
e15ea5f7e24069e482dbc703718c9ff7a78fa247	-0.6843949259686474	-1.1225206571494841	1.7723990217562224	5.538178506964564	1.9672396899713704	5.011947498903618	0.33494877336586026	Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	Ophiotrichidae	Ophiothrix	Ophiothrix angulata
bd1a51efbc8a205b99e7ddcf79eba27a735d354a	2.8845748545445	3.4148548092272466	-0.038057375803549065	1.6317086311424118	0.8086357503152899	4.966323977981792	0.3053275907572379	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
bfd2ee106ff768c8db73ccedb5f4b10fd1c4d6c9	1.9753806330702963	0.6635337009937111	3.8548507364189506	2.8437613378415745	3.1558070563576086	4.966295786935615	0.3470023599798545	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
82cce2c5596d6a9bfd2c24b0a13c5ced7ab07403	-0.3413982062193536	0.45480113832618124	0.6511313700071456	3.8009602650824736	4.239018796582317	4.881566696103477	0.2789816847685749	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
1065aa8c1062bc99ab5cac82c38c9462187e6920	3.013471368091486	3.4238631108198274	0.28992848458410236	1.3454868011533685	2.3407801140674174	4.865782997342294	0.45052305473721166	Eukaryota	Metazoa	Cnidaria	Anthozoa	Scleractinia	Agariciidae	Agaricia	Agaricia agaricites
7038c424a6429bb1f1dc71ad410d6970dee23a90	5.228857193694468	-0.0864766822807867	5.805126820917127	-1.0034653719284243	-1.0412236351005808	4.807133499357882	0.45695062555537813	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
f8fe096417ea3cf116aae40cdfc25bb497b5b6da	4.643712967761454	1.5372979530467974	-1.8432016354276104	2.7162319578423864	4.663846473590876	4.763098885756976	0.2983883982596616	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ee65d2ac2be0eb42269d420fb15492a920b4a0ab	-0.604141006764126	-0.8520064308270766	1.8106354582500719	-0.24608367096109687	6.26261415427264	4.719378046920846	0.4628691195811547	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
04983d99224ee5fd6892bed8dbf6c898a662833d	5.7964144192990394	0.4856905047464005	4.314469261432229	-1.7265053498609104	0.5671442309221983	4.706564213674063	0.4902538268448591	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	Pleuromamma abdominalis
26ce500735b49279af155b456c4a076321619284	0.8101878849858433	2.037831120275135	2.2794965122928903	4.790863556587673	-0.2519227248366846	4.691069273396259	0.40236741538042076	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	NA	NA
1ffed59b4e58e63d47b16f8027b3266fb9fbcd22	0.7531649188209266	2.939104817569418	2.7930446080099145	1.1023939536605936	3.3477100297318794	4.675146635056313	0.3010826965011072	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
0fa3a0186fc16ee277d2d897c0dd71bdcc691881	1.269901927401162	3.713776921037656	1.446343953324327	3.4412645990191035	-2.425942718210741	4.480493620585913	0.2885148393052214	NA	Metazoa	NA	NA	NA	NA	NA	NA
5846d022f4dc9c22f746488ff272c67a14358bc7	3.554392419410776	1.0002500937890797	0.04917645986778228	3.3753055645148113	0.9385649796086477	4.473204253009031	0.17449222818879978	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
90ce80f1cf6a7044666c5dc119d4147959859786	3.3415125529604146	0.9752227767504658	3.5405491810388066	0.8847734897422189	2.84145992749234	4.427436448933032	0.2588780505257295	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
8892edc9ed60500ccd1e2838e76ad7d9c63b7d22	2.639102202453354	1.9630498076223548	0.3085621545172522	4.146608401189718	1.490992820978464	4.410195897832012	0.16278626048055106	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
6d14af98c70ca55dce9874a21b08d7f8f9dfddd5	0.9672455494550032	4.5049488295087805	1.725973714255606	3.2333747371555353	1.3176335296224468	4.393940037221648	0.23225560108228685	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
da0ec7135f789ef87437a0f35566c670e871c905	2.6282015338390843	1.1992694024518906	4.845549332524416	-0.40603491235602746	2.490546076317271	4.3415536619940545	0.3593253865580634	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
74732b2843425fbe7571343090aa14ea07d1bb06	1.3956507954117572	1.0002500937890797	4.6733457107367675	1.6949576468162368	0.749373831921768	4.337537060086521	0.17349282549756148	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
03805ed2a17ccfbf8489b0eb6746c38849e5af5d	2.200386239621579	4.877284554370817	3.219157022321866	0.04696948480282659	-0.9000924655548064	4.298157753800036	0.2026401003757117	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
50acf38a661959a10f1dde959c946f04b1a9b415	-0.3797358514953502	-0.24618671208862258	3.6121932344521857	2.6207856305649773	3.4467771544298604	4.278697173826589	0.36040694104226595	Eukaryota	Metazoa	Chordata	Appendicularia	NA	Oikopleuridae	NA	NA
73e4db192d043b17c1e45ef7efb4f7d8b14980b7	1.4149211999266962	3.9221819090170458	1.4149211999266962	1.9717377871037156	1.0002500937890797	4.262718309527871	0.20360025966002265	Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides nigrum
bdd94dbbbd7b12910fcd10a7599c6502142a65d7	0.12521097590619715	-0.3197365887130098	0.9938609409048008	-0.5156071110247279	6.585253221555461	4.2324286671469515	0.4684025796600326	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
9233fc60bb774ec329ba9067552204eb2e7f7e85	4.277199215316801	0.37211708496659107	1.5372136918481383	2.4604449062241	-1.1267333993228335	4.224328650948449	0.3146363378239659	Eukaryota	Metazoa	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	Lytechinus variegatus
b944050c9352a32ea4b9b2e6247ccf8e9772d296	3.9471526552462195	1.0002500937890797	1.0166123470264565	2.829540538026625	-1.5665208999759141	4.19379832969389	0.1599495766593472	Eukaryota	Metazoa	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
77235cb0a9f433d6d53144fdb0636d338212b23e	1.4891720213549162	4.5397755302021165	1.0365616397421982	1.4328392508864476	1.1324853535430512	4.189266617763559	0.26571609397950624	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
74e031f38c8af358634277beb8f350bbad66b846	4.27173700469597	1.7268522269875108	3.2325369128361814	-0.571362637502019	4.032791663584811	4.084222186048158	0.3202350307018369	Eukaryota	Metazoa	Porifera	Demospongiae	Haplosclerida	Callyspongiidae	Callyspongia	Callyspongia plicifera
4a41de0e480c6880bbe8862638b20270741ba928	2.4212624062111763	1.3726347789772204	1.0002500937890795	3.775719682438263	1.7191802686317428	4.047364464480008	0.08901184714436824	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
72caea66455e8e5d22fa4a54316b0745cffefd2b	3.4348761073215166	0.46082940944355266	3.830582591902293	-0.03277855487399118	0.3899440419304712	3.9989057008927116	0.3067647030906522	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
5fd3516c90f81d6c26b8f875f0cdc17e1e916c1e	1.3247502615424684	3.162079625384064	0.35348355683434696	2.6514796785742516	1.4117842462839663	3.9966516103673966	0.12491167682825412	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis encrasicolus
ed46ab839520668fc663e2c48b83fb0c5d5e8702	1.2090953664363602	2.4535131199445988	2.661239738638307	2.700457246890442	1.2872902522182939	3.9332742324745738	0.2198774559828761	Eukaryota	Metazoa	Porifera	Demospongiae	Poecilosclerida	Podospongiidae	NA	NA
5803f220b9034603678ab39baf54118e0b9731da	0.2449546082991007	4.082325712995554	3.24850801128612	1.1774081790335786	-0.30045622464044647	3.906373230208969	0.16191627078674659	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
c21640701b1bba7849ec67f638661fd42d1e44e2	1.9712779308897093	0	1.3984518852499597	-0.26357174304477327	4.188294869255152	3.905726621943125	0.1330117861270968	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
5f87fcc3ed922710a24c2a09853c41e59443eb40	1.3874176787135624	-1.4091046299062115	2.2377592118930396	3.514976563835219	2.763616679175444	3.8877268687445343	0.1303844433530841	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
a4e6589373efa9af2d44d1d729e4731530ac8b4e	-0.8019094995562839	0.940855130999602	2.0102392563769045	2.5691820484154193	2.623565952455584	3.879527845997328	0.24631231585514715	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
98dba1fa41295640b9e738aef5bec8f1c8719675	1.4648862143533465	0.43357536002276925	3.6422953856873077	0.8169763825611606	2.8730363992398193	3.86736735221151	0.35147923674051595	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	NA	NA
19e376e8a1aa89cd907f2f4ea3ae9bc3fbfbb645	-0.8467552732494336	4.4963427433933	2.3786017854251567	2.2912153920571945	-0.024941141686263733	3.8452903142380896	0.27435850536017387	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
f2495db4cb466b6c33e3b1df085cb1bbd89d06f0	2.3284922851628966	1.335748420138287	1.8235188783559881	-0.8678297899348579	3.0571927280672	3.8189006354211807	0.24642388537924956	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
e655bdf9e2e23729c0c843330b27078882e0ffe9	2.737620374375248	1.6261026627854913	2.768400619173861	1.4643166953145614	1.5203935054466262	3.805035742026307	0.23997657392845215	NA	Metazoa	NA	NA	NA	NA	NA	NA
f9d76c1e15fb45e1071ceeb0af5f3c5e7e761586	1.4039841933329387	0	1.5198230831182138	3.7328245739984203	0.9376931729234054	3.7941727538734202	0.10259426018636107	Eukaryota	Metazoa	Annelida	Polychaeta	Spionida	Spionidae	NA	NA
f06268ca59b11b90a5ae0a672add07a6aba04d6c	0	-0.35136219523873596	2.245000155788349	2.4361178779398704	2.1587659243191486	3.7659465734780055	0.15121568312924125	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
2a2edf833040cd555bf16c78fb7b2752b84fa8ff	-0.7222408702126273	1.3390764146788885	1.1508100354189812	3.38713685040474	0.45036521793988166	3.6937000074741855	0.12131435642012159	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Clytia	Clytia hemisphaerica
976f677c801727609d8f9894422414b0ba9d2d25	2.4072899858932626	-0.04430690447606264	-0.9356355983793628	2.6892845713652727	3.801408652175534	3.686226972047706	0.21342295180435056	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
745f77796c29015372c6b0ff0b96c6c89684613b	-1.6831173296813497	0	3.245809441965655	2.921227813257396	1.9871853360122633	3.6692773444824227	0.10463494991583196	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
91b50c4e7969bc54e4747cccb0c3428066644705	-1.1900368890919888	1.7573500665017963	0.4200039830523966	2.990769236978885	4.267887187933173	3.6407175551262476	0.3522113999696045	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
970a97cf9b3d3f92f2c69364f863fbcb8427b60e	-1.0959634860691034	3.3340132524505126	3.530743862930112	-0.0677675281720086	1.9047796968814537	3.5953795911824034	0.22916834848288994	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
515ecb677fb10f1df145465d650e15cc9794f810	1.5454118337369716	2.0330869231202793	0.9628493961539369	2.7048572420463963	1.9619097395571288	3.562316386022278	0.10945370077367927	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
1b00bf0d228baf2edc2ba410a4fef3383fb604c7	2.7199160883352373	-1.0002500937890795	-2.2886730026788706	3.113663990961901	3.3556604700497648	3.558515952000111	0.14044195833452583	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
8873436c3dc18f1ebd4e0c5823c41d48078d18e3	2.7628205986737284	0.4002820974154749	1.4666996748915881	3.110696467418491	-0.35453392135854805	3.5469511326974965	0.2779064611539334	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
8807ad6e698b0a26bb8d505f87e506f927944833	-0.6799520313587404	1.0002500937890795	2.855675747434412	2.7676426191633765	0	3.500387441217174	0.10132436904552532	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
0001e97f36c5450800fb27a980ffa0e556343882	0.00552496345243845	0.9426548544781644	-0.3100479902243311	3.127883646250518	4.221242650009189	3.4909639184927483	0.36619167717998286	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
de5a6f1d80004eefbd0b86e71c1c0c1c6b00d7bc	1.0632328458563465	2.0512695732787583	1.6820377027623599	2.9865276871914057	1.4732393534916228	3.438576278211037	0.3203423907984846	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	NA	NA
ed833cb779d629b2504748e4f5bbe65e55ed0f87	-1.0235363602753749	3.6074533984281762	1.2144103327418547	1.4067799109710795	1.2873552653209785	3.4366896389728305	0.20702254891962688	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
cd3814f07777496a4c28c782991eaa76c08ade65	1.7842423483100573	3.301899721607415	3.4775416815649662	-0.636932789731351	-0.18546352928025042	3.4194584139328423	0.19165678068694478	Eukaryota	Metazoa	Arthropoda	Hexanauplia	NA	NA	NA	NA
25aae35f5225066661e5427532efa2c0729447f6	1.0539096835205912	0.6406579464462439	1.8408111119000679	1.0142662404251621	2.447110987613914	3.3994127280243776	0.233765718601458	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
db45d01d776b50863a1f1977299e669db95dff2b	0.674267542046968	1.0830123105388803	2.308186315593093	3.128733733523124	0.4032749385267995	3.359324253957029	0.12956130197737814	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
